02/12 17:22:02 FINE aw.TACAgent|Log for game 78 started
02/12 17:27:59 FINE aw.PostTraumaticAgent|Fire you final weapons, yeeeeha, your final auction bid !
02/12 17:27:59 FINE aw.PostTraumaticAgent|Quote for auction: Good Hotel 1 has HQW ? false, HQW:2
02/12 17:27:59 FINE aw.PostTraumaticAgent|************ This is the final bid mode, offset:100
02/12 17:27:59 FINE aw.PostTraumaticAgent|************ This is hotel price predictor for hotel auction:12
02/12 17:27:59 FINE aw.PostTraumaticAgent|************ Current time in minutes is: 5
02/12 17:27:59 FINE aw.PostTraumaticAgent|************ Current time in milli is: 357406
02/12 17:27:59 FINE aw.PostTraumaticAgent|************ Predicted Price is: 74
02/12 17:27:59 FINE aw.PostTraumaticAgent|************ Current Price is: 1059.0
02/12 17:27:59 FINE aw.PostTraumaticAgent|************ Current Price is: 1085
02/12 17:27:59 FINE aw.PostTraumaticAgent|************ Predicted for time (min  ): 6
02/12 17:27:59 FINE aw.PostTraumaticAgent|************ Predicted for time (milli): 360000
02/12 17:27:59 FINE aw.PostTraumaticAgent|Quote for auction: Good Hotel 2 has HQW ? false, HQW:5
02/12 17:27:59 FINE aw.PostTraumaticAgent|************ This is the final bid mode, offset:100
02/12 17:27:59 FINE aw.PostTraumaticAgent|************ This is hotel price predictor for hotel auction:13
02/12 17:27:59 FINE aw.PostTraumaticAgent|Bid Updated: id=65892 auction=12 state=valid
02/12 17:27:59 FINE aw.PostTraumaticAgent|************ Current time in minutes is: 5
02/12 17:27:59 FINE aw.PostTraumaticAgent|************ Current time in milli is: 357410
02/12 17:27:59 FINE aw.PostTraumaticAgent|************ Predicted Price is: 175
02/12 17:27:59 FINE aw.PostTraumaticAgent|************ Current Price is: 689.0
02/12 17:27:59 FINE aw.PostTraumaticAgent|************ Current Price is: 614
02/12 17:27:59 FINE aw.PostTraumaticAgent|************ Predicted for time (min  ): 6
02/12 17:27:59 FINE aw.PostTraumaticAgent|************ Predicted for time (milli): 360000
02/12 17:27:59 FINE aw.PostTraumaticAgent|Bid Updated: id=65893 auction=13 state=valid
02/12 17:28:01 FINE aw.PostTraumaticAgent|Fire you final weapons, yeeeeha, your final auction bid !
02/12 17:28:01 FINE aw.PostTraumaticAgent|Quote for auction: Good Hotel 1 has HQW ? false, HQW:2
02/12 17:28:01 FINE aw.PostTraumaticAgent|************ This is the final bid mode, offset:100
02/12 17:28:01 FINE aw.PostTraumaticAgent|************ This is hotel price predictor for hotel auction:12
02/12 17:28:01 FINE aw.PostTraumaticAgent|************ Current time in minutes is: 5
02/12 17:28:01 FINE aw.PostTraumaticAgent|************ Current time in milli is: 359406
02/12 17:28:01 FINE aw.PostTraumaticAgent|************ Predicted Price is: 74
02/12 17:28:01 FINE aw.PostTraumaticAgent|************ Current Price is: 1140.0
02/12 17:28:01 FINE aw.PostTraumaticAgent|************ Current Price is: 1166
02/12 17:28:01 FINE aw.PostTraumaticAgent|************ Predicted for time (min  ): 6
02/12 17:28:01 FINE aw.PostTraumaticAgent|************ Predicted for time (milli): 360000
02/12 17:28:01 FINE aw.PostTraumaticAgent|Quote for auction: Good Hotel 2 has HQW ? false, HQW:5
02/12 17:28:01 FINE aw.PostTraumaticAgent|************ This is the final bid mode, offset:100
02/12 17:28:01 FINE aw.PostTraumaticAgent|************ This is hotel price predictor for hotel auction:13
02/12 17:28:01 FINE aw.PostTraumaticAgent|Bid Updated: id=65894 auction=12 state=valid
02/12 17:28:01 FINE aw.PostTraumaticAgent|************ Current time in minutes is: 5
02/12 17:28:01 FINE aw.PostTraumaticAgent|************ Current time in milli is: 359410
02/12 17:28:01 FINE aw.PostTraumaticAgent|************ Predicted Price is: 175
02/12 17:28:01 FINE aw.PostTraumaticAgent|************ Current Price is: 735.0
02/12 17:28:01 FINE aw.PostTraumaticAgent|************ Current Price is: 660
02/12 17:28:01 FINE aw.PostTraumaticAgent|************ Predicted for time (min  ): 6
02/12 17:28:01 FINE aw.PostTraumaticAgent|************ Predicted for time (milli): 360000
02/12 17:28:01 FINE aw.PostTraumaticAgent|Bid Updated: id=65895 auction=13 state=valid
02/12 17:28:03 FINE aw.PostTraumaticAgent|Quote for auction: Good Hotel 2 has HQW ? true, HQW:5
02/12 17:28:03 FINE aw.PostTraumaticAgent|************ This is the final bid mode, offset:100
02/12 17:28:03 FINE aw.PostTraumaticAgent|************ This is hotel price predictor for hotel auction:13
02/12 17:28:03 FINE aw.PostTraumaticAgent|************ Current time in minutes is: 6
02/12 17:28:03 FINE aw.PostTraumaticAgent|************ Current time in milli is: 361760
02/12 17:28:03 FINE aw.PostTraumaticAgent|************ Predicted Price is: 181
02/12 17:28:03 FINE aw.PostTraumaticAgent|************ Current Price is: 781.0
02/12 17:28:03 FINE aw.PostTraumaticAgent|************ Current Price is: 700
02/12 17:28:03 FINE aw.PostTraumaticAgent|************ Predicted for time (min  ): 7
02/12 17:28:03 FINE aw.PostTraumaticAgent|************ Predicted for time (milli): 420000
02/12 17:28:03 FINE aw.PostTraumaticAgent|Flight Owns: [0, 1, 1, 1, 0, 1, 1, 1]
02/12 17:28:03 FINE aw.PostTraumaticAgent|Hotel Owns: [0, 1, 0, 0, 0, 0, 5, 2]
02/12 17:28:03 FINE aw.PostTraumaticAgent|New Allocations after Processing: [0, 0, 0, 0, 0, 0, 0, 0]
02/12 17:28:03 FINE aw.PostTraumaticAgent|FlightPricePredictor buy now? false
02/12 17:28:03 FINE aw.PostTraumaticAgent|FlightPricePredictor buy now? false
02/12 17:28:03 FINE aw.PostTraumaticAgent|FlightPricePredictor buy now? false
02/12 17:28:03 FINE aw.PostTraumaticAgent|Hotel auction Good Hotel 1 closed!
02/12 17:28:03 FINE aw.PostTraumaticAgent|              and of course it was not added before in the closed list, right? true
02/12 17:28:03 FINE aw.PostTraumaticAgent|Old allocation: 2
02/12 17:28:03 FINE aw.PostTraumaticAgent|New allocation: 0
02/12 17:28:03 FINE aw.PostTraumaticAgent|Own: 2
02/12 17:28:03 FINE aw.PostTraumaticAgent|Bid Updated: id=65896 auction=13 state=valid
02/12 17:28:13 FINE aw.PostTraumaticAgent|Flight Owns: [0, 1, 1, 1, 0, 1, 1, 1]
02/12 17:28:13 FINE aw.PostTraumaticAgent|Hotel Owns: [0, 1, 0, 0, 2, 0, 5, 2]
02/12 17:28:13 FINE aw.PostTraumaticAgent|New Allocations after Processing: [0, 0, 0, 0, 0, 0, 0, 0]
02/12 17:28:13 FINE aw.PostTraumaticAgent|FlightPricePredictor buy now? false
02/12 17:28:13 FINE aw.PostTraumaticAgent|FlightPricePredictor buy now? false
02/12 17:28:13 FINE aw.PostTraumaticAgent|FlightPricePredictor buy now? false
02/12 17:28:18 FINE aw.PostTraumaticAgent|Bid Updated: id=65896 auction=13 state=valid
02/12 17:28:23 FINE aw.PostTraumaticAgent|Flight Owns: [0, 1, 1, 1, 0, 1, 1, 1]
02/12 17:28:23 FINE aw.PostTraumaticAgent|Hotel Owns: [0, 1, 0, 0, 2, 0, 5, 2]
02/12 17:28:23 FINE aw.PostTraumaticAgent|New Allocations after Processing: [0, 0, 0, 0, 0, 0, 0, 0]
02/12 17:28:23 FINE aw.PostTraumaticAgent|FlightPricePredictor buy now? false
02/12 17:28:23 FINE aw.PostTraumaticAgent|FlightPricePredictor buy now? false
02/12 17:28:23 FINE aw.PostTraumaticAgent|FlightPricePredictor buy now? false
02/12 17:28:33 FINE aw.PostTraumaticAgent|Flight Owns: [0, 1, 1, 1, 0, 1, 1, 1]
02/12 17:28:33 FINE aw.PostTraumaticAgent|Hotel Owns: [0, 1, 0, 0, 2, 0, 5, 2]
02/12 17:28:33 FINE aw.PostTraumaticAgent|New Allocations after Processing: [0, 0, 0, 0, 0, 0, 0, 0]
02/12 17:28:33 FINE aw.PostTraumaticAgent|FlightPricePredictor buy now? false
02/12 17:28:33 FINE aw.PostTraumaticAgent|FlightPricePredictor buy now? false
02/12 17:28:33 FINE aw.PostTraumaticAgent|FlightPricePredictor buy now? false
02/12 17:28:43 FINE aw.PostTraumaticAgent|Flight Owns: [0, 1, 1, 1, 0, 1, 1, 1]
02/12 17:28:43 FINE aw.PostTraumaticAgent|Hotel Owns: [0, 1, 0, 0, 2, 0, 5, 2]
02/12 17:28:43 FINE aw.PostTraumaticAgent|New Allocations after Processing: [0, 0, 0, 0, 0, 0, 0, 0]
02/12 17:28:43 FINE aw.PostTraumaticAgent|FlightPricePredictor buy now? false
02/12 17:28:43 FINE aw.PostTraumaticAgent|FlightPricePredictor buy now? false
02/12 17:28:43 FINE aw.PostTraumaticAgent|FlightPricePredictor buy now? false
02/12 17:28:48 FINE aw.PostTraumaticAgent|Bid Updated: id=65896 auction=13 state=valid
02/12 17:28:53 FINE aw.PostTraumaticAgent|Flight Owns: [0, 1, 1, 1, 0, 1, 1, 1]
02/12 17:28:53 FINE aw.PostTraumaticAgent|Hotel Owns: [0, 1, 0, 0, 2, 0, 5, 2]
02/12 17:28:53 FINE aw.PostTraumaticAgent|New Allocations after Processing: [0, 0, 0, 0, 0, 0, 0, 0]
02/12 17:28:53 FINE aw.PostTraumaticAgent|FlightPricePredictor buy now? true
02/12 17:28:53 FINE aw.PostTraumaticAgent|FlightPricePredictor buy now? true
02/12 17:28:53 FINE aw.PostTraumaticAgent|FlightPricePredictor buy now? true
02/12 17:28:53 FINE aw.PostTraumaticAgent|Bid Updated: id=65960 auction=2 state=transacted
02/12 17:28:53 FINE aw.PostTraumaticAgent|Bid Updated: id=65961 auction=3 state=transacted
02/12 17:28:53 FINE aw.PostTraumaticAgent|Bid Updated: id=65962 auction=6 state=transacted
02/12 17:28:59 FINE aw.PostTraumaticAgent|Fire you final weapons, yeeeeha, your final auction bid !
02/12 17:28:59 FINE aw.PostTraumaticAgent|Quote for auction: Good Hotel 2 has HQW ? false, HQW:5
02/12 17:28:59 FINE aw.PostTraumaticAgent|************ This is the final bid mode, offset:100
02/12 17:28:59 FINE aw.PostTraumaticAgent|************ This is hotel price predictor for hotel auction:13
02/12 17:28:59 FINE aw.PostTraumaticAgent|************ Current time in minutes is: 6
02/12 17:28:59 FINE aw.PostTraumaticAgent|************ Current time in milli is: 417425
02/12 17:28:59 FINE aw.PostTraumaticAgent|************ Predicted Price is: 181
02/12 17:28:59 FINE aw.PostTraumaticAgent|************ Current Price is: 838.0
02/12 17:28:59 FINE aw.PostTraumaticAgent|************ Current Price is: 757
02/12 17:28:59 FINE aw.PostTraumaticAgent|************ Predicted for time (min  ): 7
02/12 17:28:59 FINE aw.PostTraumaticAgent|************ Predicted for time (milli): 420000
02/12 17:28:59 FINE aw.PostTraumaticAgent|Bid Updated: id=65963 auction=13 state=valid
02/12 17:29:01 FINE aw.PostTraumaticAgent|Fire you final weapons, yeeeeha, your final auction bid !
02/12 17:29:01 FINE aw.PostTraumaticAgent|Quote for auction: Good Hotel 2 has HQW ? false, HQW:5
02/12 17:29:01 FINE aw.PostTraumaticAgent|************ This is the final bid mode, offset:100
02/12 17:29:01 FINE aw.PostTraumaticAgent|************ This is hotel price predictor for hotel auction:13
02/12 17:29:01 FINE aw.PostTraumaticAgent|************ Current time in minutes is: 6
02/12 17:29:01 FINE aw.PostTraumaticAgent|************ Current time in milli is: 419427
02/12 17:29:01 FINE aw.PostTraumaticAgent|************ Predicted Price is: 181
02/12 17:29:01 FINE aw.PostTraumaticAgent|************ Current Price is: 895.0
02/12 17:29:01 FINE aw.PostTraumaticAgent|************ Current Price is: 814
02/12 17:29:01 FINE aw.PostTraumaticAgent|************ Predicted for time (min  ): 7
02/12 17:29:01 FINE aw.PostTraumaticAgent|************ Predicted for time (milli): 420000
02/12 17:29:01 FINE aw.PostTraumaticAgent|Bid Updated: id=65964 auction=13 state=valid
02/12 17:29:03 FINE aw.PostTraumaticAgent|Quote for auction: Good Hotel 2 has HQW ? true, HQW:5
02/12 17:29:03 FINE aw.PostTraumaticAgent|************ This is the final bid mode, offset:100
02/12 17:29:03 FINE aw.PostTraumaticAgent|************ This is hotel price predictor for hotel auction:13
02/12 17:29:03 FINE aw.PostTraumaticAgent|************ Current time in minutes is: 7
02/12 17:29:03 FINE aw.PostTraumaticAgent|************ Current time in milli is: 421788
02/12 17:29:03 FINE aw.PostTraumaticAgent|************ Predicted Price is: 188
02/12 17:29:03 FINE aw.PostTraumaticAgent|************ Current Price is: 952.0
02/12 17:29:03 FINE aw.PostTraumaticAgent|************ Current Price is: 864
02/12 17:29:03 FINE aw.PostTraumaticAgent|************ Predicted for time (min  ): 8
02/12 17:29:03 FINE aw.PostTraumaticAgent|************ Predicted for time (milli): 480000
02/12 17:29:03 FINE aw.PostTraumaticAgent|Flight Owns: [0, 1, 1, 1, 0, 1, 1, 1]
02/12 17:29:03 FINE aw.PostTraumaticAgent|Hotel Owns: [0, 1, 0, 0, 2, 0, 5, 2]
02/12 17:29:03 FINE aw.PostTraumaticAgent|New Allocations after Processing: [0, 0, 0, 0, 0, 0, 0, 0]
02/12 17:29:03 FINE aw.PostTraumaticAgent|Hotel auction Cheap Hotel 4 closed!
02/12 17:29:03 FINE aw.PostTraumaticAgent|              and of course it was not added before in the closed list, right? true
02/12 17:29:03 FINE aw.PostTraumaticAgent|Old allocation: 0
02/12 17:29:03 FINE aw.PostTraumaticAgent|New allocation: 0
02/12 17:29:03 FINE aw.PostTraumaticAgent|Own: 0
02/12 17:29:03 FINE aw.PostTraumaticAgent|Bid Updated: id=65965 auction=13 state=valid
02/12 17:29:13 FINE aw.PostTraumaticAgent|Flight Owns: [0, 1, 1, 1, 0, 1, 1, 1]
02/12 17:29:13 FINE aw.PostTraumaticAgent|Hotel Owns: [0, 1, 0, 0, 2, 0, 5, 2]
02/12 17:29:13 FINE aw.PostTraumaticAgent|New Allocations after Processing: [0, 0, 0, 0, 0, 0, 0, 0]
02/12 17:29:18 FINE aw.PostTraumaticAgent|Bid Updated: id=65965 auction=13 state=valid
02/12 17:29:23 FINE aw.PostTraumaticAgent|Flight Owns: [0, 1, 1, 1, 0, 1, 1, 1]
02/12 17:29:23 FINE aw.PostTraumaticAgent|Hotel Owns: [0, 1, 0, 0, 2, 0, 5, 2]
02/12 17:29:23 FINE aw.PostTraumaticAgent|New Allocations after Processing: [0, 0, 0, 0, 0, 0, 0, 0]
02/12 17:29:33 FINE aw.PostTraumaticAgent|Flight Owns: [0, 1, 1, 1, 0, 1, 1, 1]
02/12 17:29:33 FINE aw.PostTraumaticAgent|Hotel Owns: [0, 1, 0, 0, 2, 0, 5, 2]
02/12 17:29:33 FINE aw.PostTraumaticAgent|New Allocations after Processing: [0, 0, 0, 0, 0, 0, 0, 0]
02/12 17:29:43 FINE aw.PostTraumaticAgent|Flight Owns: [0, 1, 1, 1, 0, 1, 1, 1]
02/12 17:29:43 FINE aw.PostTraumaticAgent|Hotel Owns: [0, 1, 0, 0, 2, 0, 5, 2]
02/12 17:29:43 FINE aw.PostTraumaticAgent|New Allocations after Processing: [0, 0, 0, 0, 0, 0, 0, 0]
02/12 17:29:48 FINE aw.PostTraumaticAgent|Bid Updated: id=65965 auction=13 state=valid
02/12 17:29:53 FINE aw.PostTraumaticAgent|Flight Owns: [0, 1, 1, 1, 0, 1, 1, 1]
02/12 17:29:53 FINE aw.PostTraumaticAgent|Hotel Owns: [0, 1, 0, 0, 2, 0, 5, 2]
02/12 17:29:53 FINE aw.PostTraumaticAgent|New Allocations after Processing: [0, 0, 0, 0, 0, 0, 0, 0]
02/12 17:29:59 FINE aw.PostTraumaticAgent|Fire you final weapons, yeeeeha, your final auction bid !
02/12 17:29:59 FINE aw.PostTraumaticAgent|Quote for auction: Good Hotel 2 has HQW ? false, HQW:5
02/12 17:29:59 FINE aw.PostTraumaticAgent|************ This is the final bid mode, offset:100
02/12 17:29:59 FINE aw.PostTraumaticAgent|************ This is hotel price predictor for hotel auction:13
02/12 17:29:59 FINE aw.PostTraumaticAgent|************ Current time in minutes is: 7
02/12 17:29:59 FINE aw.PostTraumaticAgent|************ Current time in milli is: 477448
02/12 17:29:59 FINE aw.PostTraumaticAgent|************ Predicted Price is: 188
02/12 17:29:59 FINE aw.PostTraumaticAgent|************ Current Price is: 1013.0
02/12 17:29:59 FINE aw.PostTraumaticAgent|************ Current Price is: 925
02/12 17:29:59 FINE aw.PostTraumaticAgent|************ Predicted for time (min  ): 8
02/12 17:29:59 FINE aw.PostTraumaticAgent|************ Predicted for time (milli): 480000
02/12 17:29:59 FINE aw.PostTraumaticAgent|Bid Updated: id=66028 auction=13 state=valid
02/12 17:30:01 FINE aw.PostTraumaticAgent|Fire you final weapons, yeeeeha, your final auction bid !
02/12 17:30:01 FINE aw.PostTraumaticAgent|Quote for auction: Good Hotel 2 has HQW ? false, HQW:5
02/12 17:30:01 FINE aw.PostTraumaticAgent|************ This is the final bid mode, offset:100
02/12 17:30:01 FINE aw.PostTraumaticAgent|************ This is hotel price predictor for hotel auction:13
02/12 17:30:01 FINE aw.PostTraumaticAgent|************ Current time in minutes is: 7
02/12 17:30:01 FINE aw.PostTraumaticAgent|************ Current time in milli is: 479448
02/12 17:30:01 FINE aw.PostTraumaticAgent|************ Predicted Price is: 188
02/12 17:30:01 FINE aw.PostTraumaticAgent|************ Current Price is: 1074.0
02/12 17:30:01 FINE aw.PostTraumaticAgent|************ Current Price is: 986
02/12 17:30:01 FINE aw.PostTraumaticAgent|************ Predicted for time (min  ): 8
02/12 17:30:01 FINE aw.PostTraumaticAgent|************ Predicted for time (milli): 480000
02/12 17:30:01 FINE aw.PostTraumaticAgent|Bid Updated: id=66029 auction=13 state=valid
02/12 17:30:03 FINE aw.PostTraumaticAgent|Flight Owns: [0, 1, 1, 1, 0, 1, 1, 1]
02/12 17:30:03 FINE aw.PostTraumaticAgent|Hotel Owns: [0, 1, 0, 0, 2, 0, 5, 2]
02/12 17:30:03 FINE aw.PostTraumaticAgent|New Allocations after Processing: [0, 0, 0, 0, 0, 0, 0, 0]
02/12 17:30:03 FINE aw.PostTraumaticAgent|Hotel auction Good Hotel 2 closed!
02/12 17:30:03 FINE aw.PostTraumaticAgent|              and of course it was not added before in the closed list, right? true
02/12 17:30:03 FINE aw.PostTraumaticAgent|Old allocation: 5
02/12 17:30:03 FINE aw.PostTraumaticAgent|New allocation: 0
02/12 17:30:03 FINE aw.PostTraumaticAgent|Own: 5
02/12 17:30:13 FINE aw.PostTraumaticAgent|************ Clients with un-feasible travel package yet: [4, 5, 6, 7]
02/12 17:30:13 FINE aw.PostTraumaticAgent|************ This is client with yet not feasible travel package: 5
02/12 17:30:13 FINE aw.PostTraumaticAgent|************ firstHotelDay? true
02/12 17:30:13 FINE aw.PostTraumaticAgent|************ lastHotelDay?  true
02/12 17:30:13 FINE aw.PostTraumaticAgent| ************ Client has first or last hotel day, we're trying to feasible his stay.
02/12 17:30:13 FINE aw.PostTraumaticAgent|************ This is client with yet not feasible travel package: 6
02/12 17:30:13 FINE aw.PostTraumaticAgent|************ firstHotelDay? true
02/12 17:30:13 FINE aw.PostTraumaticAgent|************ lastHotelDay?  true
02/12 17:30:13 FINE aw.PostTraumaticAgent| ************ Client has first or last hotel day, we're trying to feasible his stay.
02/12 17:30:13 FINE aw.PostTraumaticAgent|************ This is client with yet not feasible travel package: 7
02/12 17:30:13 FINE aw.PostTraumaticAgent|************ firstHotelDay? true
02/12 17:30:13 FINE aw.PostTraumaticAgent|************ lastHotelDay?  true
02/12 17:30:13 FINE aw.PostTraumaticAgent| ************ Client has first or last hotel day, we're trying to feasible his stay.
02/12 17:30:13 FINE aw.PostTraumaticAgent|************ This is client with yet not feasible travel package: 8
02/12 17:30:13 FINE aw.PostTraumaticAgent|************ firstHotelDay? false
02/12 17:30:13 FINE aw.PostTraumaticAgent|************ lastHotelDay?  false
02/12 17:30:13 FINE aw.PostTraumaticAgent|************ Clients with no first and last hotel day : [7]
02/12 17:30:13 FINE aw.PostTraumaticAgent|************ Totally Dropped Clients: [7]
02/12 17:30:13 FINE aw.PostTraumaticAgent|FlightPricePredictor buy now? false
02/12 17:30:13 FINE aw.PostTraumaticAgent|FlightPricePredictor buy now? false
02/12 17:30:13 FINE aw.PostTraumaticAgent|FlightPricePredictor buy now? true
02/12 17:30:13 FINE aw.PostTraumaticAgent|FlightPricePredictor buy now? true
02/12 17:30:13 FINE aw.PostTraumaticAgent|FlightPricePredictor buy now? true
02/12 17:30:13 FINE aw.PostTraumaticAgent|Bid Updated: id=66100 auction=5 state=transacted
02/12 17:30:13 FINE aw.PostTraumaticAgent|Bid Updated: id=66101 auction=6 state=transacted
02/12 17:30:13 FINE aw.PostTraumaticAgent|Bid Updated: id=66102 auction=7 state=transacted
02/12 17:30:23 FINE aw.PostTraumaticAgent|************ Clients with un-feasible travel package yet: [4, 5, 6, 7]
02/12 17:30:23 FINE aw.PostTraumaticAgent|************ This is client with yet not feasible travel package: 5
02/12 17:30:23 FINE aw.PostTraumaticAgent|************ firstHotelDay? true
02/12 17:30:23 FINE aw.PostTraumaticAgent|************ lastHotelDay?  true
02/12 17:30:23 FINE aw.PostTraumaticAgent| ************ Client has first or last hotel day, we're trying to feasible his stay.
02/12 17:30:23 FINE aw.PostTraumaticAgent|************ This is client with yet not feasible travel package: 6
02/12 17:30:23 FINE aw.PostTraumaticAgent|************ firstHotelDay? true
02/12 17:30:23 FINE aw.PostTraumaticAgent|************ lastHotelDay?  true
02/12 17:30:23 FINE aw.PostTraumaticAgent| ************ Client has first or last hotel day, we're trying to feasible his stay.
02/12 17:30:23 FINE aw.PostTraumaticAgent|************ This is client with yet not feasible travel package: 7
02/12 17:30:23 FINE aw.PostTraumaticAgent|************ firstHotelDay? true
02/12 17:30:23 FINE aw.PostTraumaticAgent|************ lastHotelDay?  true
02/12 17:30:23 FINE aw.PostTraumaticAgent| ************ Client has first or last hotel day, we're trying to feasible his stay.
02/12 17:30:23 FINE aw.PostTraumaticAgent|************ This is client with yet not feasible travel package: 8
02/12 17:30:23 FINE aw.PostTraumaticAgent|************ firstHotelDay? false
02/12 17:30:23 FINE aw.PostTraumaticAgent|************ lastHotelDay?  false
02/12 17:30:23 FINE aw.PostTraumaticAgent|************ Clients with no first and last hotel day : [7]
02/12 17:30:23 FINE aw.PostTraumaticAgent|************ Totally Dropped Clients: [7]
02/12 17:30:23 FINE aw.PostTraumaticAgent|FlightPricePredictor buy now? false
02/12 17:30:23 FINE aw.PostTraumaticAgent|FlightPricePredictor buy now? false
02/12 17:30:23 FINE aw.PostTraumaticAgent|FlightPricePredictor buy now? true
02/12 17:30:23 FINE aw.PostTraumaticAgent|Bid Updated: id=66104 auction=5 state=transacted
02/12 17:30:33 FINE aw.PostTraumaticAgent|************ Clients with un-feasible travel package yet: [4, 5, 6, 7]
02/12 17:30:33 FINE aw.PostTraumaticAgent|************ This is client with yet not feasible travel package: 5
02/12 17:30:33 FINE aw.PostTraumaticAgent|************ firstHotelDay? true
02/12 17:30:33 FINE aw.PostTraumaticAgent|************ lastHotelDay?  true
02/12 17:30:33 FINE aw.PostTraumaticAgent| ************ Client has first or last hotel day, we're trying to feasible his stay.
02/12 17:30:33 FINE aw.PostTraumaticAgent|************ This is client with yet not feasible travel package: 6
02/12 17:30:33 FINE aw.PostTraumaticAgent|************ firstHotelDay? true
02/12 17:30:33 FINE aw.PostTraumaticAgent|************ lastHotelDay?  true
02/12 17:30:33 FINE aw.PostTraumaticAgent| ************ Client has first or last hotel day, we're trying to feasible his stay.
02/12 17:30:33 FINE aw.PostTraumaticAgent|************ This is client with yet not feasible travel package: 7
02/12 17:30:33 FINE aw.PostTraumaticAgent|************ firstHotelDay? true
02/12 17:30:33 FINE aw.PostTraumaticAgent|************ lastHotelDay?  true
02/12 17:30:33 FINE aw.PostTraumaticAgent| ************ Client has first or last hotel day, we're trying to feasible his stay.
02/12 17:30:33 FINE aw.PostTraumaticAgent|************ This is client with yet not feasible travel package: 8
02/12 17:30:33 FINE aw.PostTraumaticAgent|************ firstHotelDay? false
02/12 17:30:33 FINE aw.PostTraumaticAgent|************ lastHotelDay?  false
02/12 17:30:33 FINE aw.PostTraumaticAgent|************ Clients with no first and last hotel day : [7]
02/12 17:30:33 FINE aw.PostTraumaticAgent|************ Totally Dropped Clients: [7]
02/12 17:30:33 FINE aw.PostTraumaticAgent|FlightPricePredictor buy now? false
02/12 17:30:33 FINE aw.PostTraumaticAgent|FlightPricePredictor buy now? false
02/12 17:30:43 FINE aw.PostTraumaticAgent|************ Clients with un-feasible travel package yet: [4, 5, 6, 7]
02/12 17:30:43 FINE aw.PostTraumaticAgent|************ This is client with yet not feasible travel package: 5
02/12 17:30:43 FINE aw.PostTraumaticAgent|************ firstHotelDay? true
02/12 17:30:43 FINE aw.PostTraumaticAgent|************ lastHotelDay?  true
02/12 17:30:43 FINE aw.PostTraumaticAgent| ************ Client has first or last hotel day, we're trying to feasible his stay.
02/12 17:30:43 FINE aw.PostTraumaticAgent|************ This is client with yet not feasible travel package: 6
02/12 17:30:43 FINE aw.PostTraumaticAgent|************ firstHotelDay? true
02/12 17:30:43 FINE aw.PostTraumaticAgent|************ lastHotelDay?  true
02/12 17:30:43 FINE aw.PostTraumaticAgent| ************ Client has first or last hotel day, we're trying to feasible his stay.
02/12 17:30:43 FINE aw.PostTraumaticAgent|************ This is client with yet not feasible travel package: 7
02/12 17:30:43 FINE aw.PostTraumaticAgent|************ firstHotelDay? true
02/12 17:30:43 FINE aw.PostTraumaticAgent|************ lastHotelDay?  true
02/12 17:30:43 FINE aw.PostTraumaticAgent| ************ Client has first or last hotel day, we're trying to feasible his stay.
02/12 17:30:43 FINE aw.PostTraumaticAgent|************ This is client with yet not feasible travel package: 8
02/12 17:30:43 FINE aw.PostTraumaticAgent|************ firstHotelDay? false
02/12 17:30:43 FINE aw.PostTraumaticAgent|************ lastHotelDay?  false
02/12 17:30:43 FINE aw.PostTraumaticAgent|************ Clients with no first and last hotel day : [7]
02/12 17:30:43 FINE aw.PostTraumaticAgent|************ Totally Dropped Clients: [7]
02/12 17:30:43 FINE aw.PostTraumaticAgent|FlightPricePredictor buy now? true
02/12 17:30:43 FINE aw.PostTraumaticAgent|FlightPricePredictor buy now? true
02/12 17:30:43 FINE aw.PostTraumaticAgent|Bid Updated: id=66107 auction=0 state=transacted
02/12 17:30:43 FINE aw.PostTraumaticAgent|Bid Updated: id=66108 auction=1 state=transacted
02/12 17:30:53 FINE aw.PostTraumaticAgent|************ Clients with un-feasible travel package yet: [4, 5, 6, 7]
02/12 17:30:53 FINE aw.PostTraumaticAgent|************ This is client with yet not feasible travel package: 5
02/12 17:30:53 FINE aw.PostTraumaticAgent|************ firstHotelDay? true
02/12 17:30:53 FINE aw.PostTraumaticAgent|************ lastHotelDay?  true
02/12 17:30:53 FINE aw.PostTraumaticAgent| ************ Client has first or last hotel day, we're trying to feasible his stay.
02/12 17:30:53 FINE aw.PostTraumaticAgent|************ This is client with yet not feasible travel package: 6
02/12 17:30:53 FINE aw.PostTraumaticAgent|************ firstHotelDay? true
02/12 17:30:53 FINE aw.PostTraumaticAgent|************ lastHotelDay?  true
02/12 17:30:53 FINE aw.PostTraumaticAgent| ************ Client has first or last hotel day, we're trying to feasible his stay.
02/12 17:30:53 FINE aw.PostTraumaticAgent|************ This is client with yet not feasible travel package: 7
02/12 17:30:53 FINE aw.PostTraumaticAgent|************ firstHotelDay? true
02/12 17:30:53 FINE aw.PostTraumaticAgent|************ lastHotelDay?  true
02/12 17:30:53 FINE aw.PostTraumaticAgent| ************ Client has first or last hotel day, we're trying to feasible his stay.
02/12 17:30:53 FINE aw.PostTraumaticAgent|************ This is client with yet not feasible travel package: 8
02/12 17:30:53 FINE aw.PostTraumaticAgent|************ firstHotelDay? false
02/12 17:30:53 FINE aw.PostTraumaticAgent|************ lastHotelDay?  false
